W1,013b0000-f6ae-4881-be88-84ad57b04d85,3,1000,120,0,5000,1585821029956,1585821719347,69295000,119499,119999,KEY-6,KEY-6,KEY-6,1-6c1dbe26-a331-44d7-ba2b-1739a44141aa-StreamThread-1,925389152
W1,013b0000-f6ae-4881-be88-84ad57b04d85,3,1000,120,0,5000,1585821029956,1585821735605,71000000,119499,119999,KEY-7,KEY-7,KEY-7,1-6c1dbe26-a331-44d7-ba2b-1739a44141aa-StreamThread-2,518339792
W1,013b0000-f6ae-4881-be88-84ad57b04d85,3,1000,120,0,5000,1585821029955,1585821754050,70744500,119499,119999,KEY-8,KEY-8,KEY-8,1-6c1dbe26-a331-44d7-ba2b-1739a44141aa-StreamThread-3,509962816
W2,da864afb-74ed-4829-aece-3fa1f4aaceff,3,1000,120,0,5000,1585822365244,1585822482961,260739,119999,120000,KEY-6,KEY-6,KEY-6,2-340af272-94d5-4387-a5a1-8ff9a1b5659a-StreamThread-1,96815920
W2,da864afb-74ed-4829-aece-3fa1f4aaceff,3,1000,120,0,5000,1585822365243,1585822493790,247752,119999,120000,KEY-7,KEY-7,KEY-7,2-340af272-94d5-4387-a5a1-8ff9a1b5659a-StreamThread-2,119760264
W2,da864afb-74ed-4829-aece-3fa1f4aaceff,3,1000,120,0,5000,1585822365243,1585822507943,258741,119999,120000,KEY-8,KEY-8,KEY-8,2-340af272-94d5-4387-a5a1-8ff9a1b5659a-StreamThread-3,175497064
W1,e6faf422-dbb2-405e-95e6-a75aa9fefb3d,3,1000,5,0,5000,1585822710383,1585822791399,3750000,4499,4999,KEY-6,KEY-6,KEY-6,3-d101ca23-3f63-4172-b581-fe78650cbb0e-StreamThread-2,330526944
W1,e6faf422-dbb2-405e-95e6-a75aa9fefb3d,3,1000,5,0,5000,1585822710383,1585822801700,3750000,4499,4999,KEY-7,KEY-7,KEY-7,3-d101ca23-3f63-4172-b581-fe78650cbb0e-StreamThread-1,317129648
W1,e6faf422-dbb2-405e-95e6-a75aa9fefb3d,3,1000,5,0,5000,1585822710383,1585822810818,3750000,4499,4999,KEY-8,KEY-8,KEY-8,3-d101ca23-3f63-4172-b581-fe78650cbb0e-StreamThread-3,390649328
W1,f58221ec-cd3d-486b-a600-fe0d0468e22f,3,1000,40,0,5000,1585823131599,1585823430425,30000000,39499,39999,KEY-6,KEY-6,KEY-6,168-4e151932-ccc1-410a-8f95-306193328a62-StreamThread-3,1031642400
W1,f58221ec-cd3d-486b-a600-fe0d0468e22f,3,1000,40,0,5000,1585823131600,1585823437510,30000000,39499,39999,KEY-7,KEY-7,KEY-7,168-4e151932-ccc1-410a-8f95-306193328a62-StreamThread-1,624952160
W1,f58221ec-cd3d-486b-a600-fe0d0468e22f,3,1000,40,0,5000,1585823131599,1585823450128,30000000,39499,39999,KEY-8,KEY-8,KEY-8,168-4e151932-ccc1-410a-8f95-306193328a62-StreamThread-2,924269880
W1,f0986aaa-1489-4bb4-80b8-4f6fc65424f9,3,1000,100,0,5000,1585823658530,1585824296275,62750000,99499,99999,KEY-6,KEY-6,KEY-6,1345-9390cbf2-a3cc-46c9-8369-5c7f4d1cc4c2-StreamThread-2,751876368
W1,f0986aaa-1489-4bb4-80b8-4f6fc65424f9,3,1000,100,0,5000,1585823658530,1585824327629,63563500,99499,99999,KEY-8,KEY-8,KEY-8,1345-9390cbf2-a3cc-46c9-8369-5c7f4d1cc4c2-StreamThread-3,1386181416
W1,f0986aaa-1489-4bb4-80b8-4f6fc65424f9,3,1000,100,0,5000,1585823658530,1585824339407,66510000,99499,99999,KEY-7,KEY-7,KEY-7,1345-9390cbf2-a3cc-46c9-8369-5c7f4d1cc4c2-StreamThread-1,1143276352
W1,e5796c47-6b22-40e8-826f-5473f5e99133,3,1000,90,0,5000,1585824489876,1585825081145,60250000,89499,89999,KEY-6,KEY-6,KEY-6,1346-58c00ba9-dcef-4b58-8369-1661ff2532ca-StreamThread-3,1176930848
W1,e5796c47-6b22-40e8-826f-5473f5e99133,3,1000,90,0,5000,1585824489876,1585825099085,60884500,89499,89999,KEY-7,KEY-7,KEY-7,1346-58c00ba9-dcef-4b58-8369-1661ff2532ca-StreamThread-2,1008182824
W1,e5796c47-6b22-40e8-826f-5473f5e99133,3,1000,90,0,5000,1585824489876,1585825158728,65913500,89499,89999,KEY-8,KEY-8,KEY-8,1346-58c00ba9-dcef-4b58-8369-1661ff2532ca-StreamThread-1,764654728
W1,07e74a96-1406-4af9-87fb-30e33ea94b1a,3,1000,90,0,5000,1585826496971,1585827110112,62250000,89499,89999,KEY-7,KEY-7,KEY-7,1400-3144dc38-ff9f-485f-b8a0-20d0c63af8e4-StreamThread-3,951306512
W1,07e74a96-1406-4af9-87fb-30e33ea94b1a,3,1000,90,0,5000,1585826496972,1585827114599,63750000,89499,89999,KEY-6,KEY-6,KEY-6,1400-3144dc38-ff9f-485f-b8a0-20d0c63af8e4-StreamThread-2,1409130288
W1,07e74a96-1406-4af9-87fb-30e33ea94b1a,3,1000,90,0,5000,1585826496971,1585827128063,63250000,89499,89999,KEY-8,KEY-8,KEY-8,1400-3144dc38-ff9f-485f-b8a0-20d0c63af8e4-StreamThread-1,1090080368
W1,02f3c5a5-bf66-40c5-ada7-f18db099cb6a,3,1000,90,0,5000,1585827695865,1585828306180,59751000,89499,89999,KEY-7,KEY-7,KEY-7,1401-aef78ad9-b059-4377-9203-960487647b29-StreamThread-3,1293990528
W1,02f3c5a5-bf66-40c5-ada7-f18db099cb6a,3,1000,90,0,5000,1585827695864,1585828330398,60750000,89499,89999,KEY-8,KEY-8,KEY-8,1401-aef78ad9-b059-4377-9203-960487647b29-StreamThread-1,1507632504
W1,02f3c5a5-bf66-40c5-ada7-f18db099cb6a,3,1000,90,0,5000,1585827695864,1585828349460,65910500,89499,89999,KEY-6,KEY-6,KEY-6,1401-aef78ad9-b059-4377-9203-960487647b29-StreamThread-2,606218224
W1,8757d66f-af0f-4cc6-818e-bb71abf7962d,3,1000,90,0,5000,1585830380208,1585830978904,60524500,89499,89999,KEY-6,KEY-6,KEY-6,1567-2212cbb9-6fbc-41bf-98f2-3817bc2fe61e-StreamThread-1,1354816240
W1,8757d66f-af0f-4cc6-818e-bb71abf7962d,3,1000,90,0,5000,1585830380208,1585830990181,60837500,89499,89999,KEY-7,KEY-7,KEY-7,1567-2212cbb9-6fbc-41bf-98f2-3817bc2fe61e-StreamThread-2,924280624
W1,8757d66f-af0f-4cc6-818e-bb71abf7962d,3,1000,90,0,5000,1585830380208,1585831035930,65250000,89499,89999,KEY-8,KEY-8,KEY-8,1567-2212cbb9-6fbc-41bf-98f2-3817bc2fe61e-StreamThread-3,836079720
W1,d6083e33-2527-4783-a18e-25f40db34869,3,1000,80,0,5000,1585831182217,1585831760029,58000000,79499,79999,KEY-6,KEY-6,KEY-6,1568-f18eb993-6aff-4105-a5d4-a875bfd181a9-StreamThread-2,647948952
W1,d6083e33-2527-4783-a18e-25f40db34869,3,1000,80,0,5000,1585831182217,1585831784302,59339500,79499,79999,KEY-7,KEY-7,KEY-7,1568-f18eb993-6aff-4105-a5d4-a875bfd181a9-StreamThread-3,751674360
W1,d6083e33-2527-4783-a18e-25f40db34869,3,1000,80,0,5000,1585831182217,1585831800962,59251500,79499,79999,KEY-8,KEY-8,KEY-8,1568-f18eb993-6aff-4105-a5d4-a875bfd181a9-StreamThread-1,1105675432
W1,6022f411-dab2-4df7-86d0-8386306160f5,3,1000,70,0,5000,1585832097886,1585832609219,52500000,69499,69999,KEY-6,KEY-6,KEY-6,1569-b009f3e9-1067-4e58-a55a-bac01ee5a48c-StreamThread-2,1507637008
W1,6022f411-dab2-4df7-86d0-8386306160f5,3,1000,70,0,5000,1585832097885,1585832621782,52500000,69499,69999,KEY-7,KEY-7,KEY-7,1569-b009f3e9-1067-4e58-a55a-bac01ee5a48c-StreamThread-3,1053708800
W1,6022f411-dab2-4df7-86d0-8386306160f5,3,1000,70,0,5000,1585832097886,1585832634354,52500000,69499,69999,KEY-8,KEY-8,KEY-8,1569-b009f3e9-1067-4e58-a55a-bac01ee5a48c-StreamThread-1,545269776
W1,03796b37-aa45-411e-a2ec-5dc345a99d2d,3,1000,79,0,5000,1585832807954,1585833418629,59250000,78499,78999,KEY-6,KEY-6,KEY-6,1578-dcdcf7f8-447c-4874-84ab-b06a5bea63b9-StreamThread-3,1345050240
W1,03796b37-aa45-411e-a2ec-5dc345a99d2d,3,1000,79,0,5000,1585832807955,1585833419090,59250000,78499,78999,KEY-7,KEY-7,KEY-7,1578-dcdcf7f8-447c-4874-84ab-b06a5bea63b9-StreamThread-1,1687257808
W1,03796b37-aa45-411e-a2ec-5dc345a99d2d,3,1000,79,0,5000,1585832807954,1585833433110,58286500,78499,78999,KEY-8,KEY-8,KEY-8,1578-dcdcf7f8-447c-4874-84ab-b06a5bea63b9-StreamThread-2,669473424
W1,42666c28-372c-47a8-ac0b-206ecb4005b7,3,1000,120,0,5000,1585833671518,1585834535710,90000000,119499,119999,KEY-6,KEY-6,KEY-6,4567-3e2194da-084e-46fb-94c2-1f63d8e43995-StreamThread-2,1814189648
W1,42666c28-372c-47a8-ac0b-206ecb4005b7,3,1000,120,0,5000,1585833671519,1585834549257,90000000,119499,119999,KEY-7,KEY-7,KEY-7,4567-3e2194da-084e-46fb-94c2-1f63d8e43995-StreamThread-3,1168962512
W1,42666c28-372c-47a8-ac0b-206ecb4005b7,3,1000,120,0,5000,1585833671519,1585834576819,90000000,119499,119999,KEY-8,KEY-8,KEY-8,4567-3e2194da-084e-46fb-94c2-1f63d8e43995-StreamThread-1,1346055848
W1,f85af079-3788-4a24-a7ac-032c04619b1e,9,1000,120,0,5000,1585834889624,1585835516544,30000000,116444,116789,KEY-0,KEY-1,KEY-1,4568-391d5e68-bffd-4140-8570-df2b48ecdbf0-StreamThread-4,734881184
W1,f85af079-3788-4a24-a7ac-032c04619b1e,9,1000,120,0,5000,1585834889626,1585835531767,30000000,103323,103969,KEY-1,KEY-5,KEY-5,4568-391d5e68-bffd-4140-8570-df2b48ecdbf0-StreamThread-6,1318468048
W1,f85af079-3788-4a24-a7ac-032c04619b1e,9,1000,120,0,5000,1585834889626,1585835542425,30000000,99277,99830,KEY-2,KEY-8,KEY-8,4568-391d5e68-bffd-4140-8570-df2b48ecdbf0-StreamThread-7,1555196808
W1,f85af079-3788-4a24-a7ac-032c04619b1e,9,1000,120,0,5000,1585834889625,1585835561846,30000000,119499,119999,KEY-3,KEY-3,KEY-3,4568-391d5e68-bffd-4140-8570-df2b48ecdbf0-StreamThread-3,633095952
W1,f85af079-3788-4a24-a7ac-032c04619b1e,9,1000,120,0,5000,1585834889624,1585835570141,30000000,119499,119999,KEY-4,KEY-4,KEY-4,4568-391d5e68-bffd-4140-8570-df2b48ecdbf0-StreamThread-1,1368992488
W1,f85af079-3788-4a24-a7ac-032c04619b1e,9,1000,120,0,5000,1585834889624,1585835582364,30000000,119499,119999,KEY-6,KEY-6,KEY-6,4568-391d5e68-bffd-4140-8570-df2b48ecdbf0-StreamThread-2,1857457528
W1,f85af079-3788-4a24-a7ac-032c04619b1e,9,1000,120,0,5000,1585834889623,1585835589963,30000000,119499,119999,KEY-7,KEY-7,KEY-7,4568-391d5e68-bffd-4140-8570-df2b48ecdbf0-StreamThread-9,1507249640
W1,f85af079-3788-4a24-a7ac-032c04619b1e,9,1000,120,0,5000,1585834889626,1585835594013,30000000,119499,119999,KEY-8,KEY-8,KEY-8,4568-391d5e68-bffd-4140-8570-df2b48ecdbf0-StreamThread-5,892098840
W1,d627d978-c4c0-475d-a480-b295bdd02b04,9,1000,120,0,5000,1585836205486,1585836744029,30000000,119499,119999,KEY-0,KEY-0,KEY-0,11-1d359b69-3bf6-4435-b33f-2975aee8cc63-StreamThread-8,347799248
W1,d627d978-c4c0-475d-a480-b295bdd02b04,9,1000,120,0,5000,1585836205484,1585836751530,30000000,119499,119999,KEY-1,KEY-1,KEY-1,11-1d359b69-3bf6-4435-b33f-2975aee8cc63-StreamThread-9,1371166000
W1,d627d978-c4c0-475d-a480-b295bdd02b04,9,1000,120,0,5000,1585836205486,1585836766420,30000000,119499,119999,KEY-2,KEY-2,KEY-2,11-1d359b69-3bf6-4435-b33f-2975aee8cc63-StreamThread-5,861872312
W1,d627d978-c4c0-475d-a480-b295bdd02b04,9,1000,120,0,5000,1585836205484,1585836777014,30000000,119499,119999,KEY-3,KEY-3,KEY-3,11-1d359b69-3bf6-4435-b33f-2975aee8cc63-StreamThread-1,1036335688
W1,d627d978-c4c0-475d-a480-b295bdd02b04,9,1000,120,0,5000,1585836205485,1585836786244,30000000,119499,119999,KEY-4,KEY-4,KEY-4,11-1d359b69-3bf6-4435-b33f-2975aee8cc63-StreamThread-2,966324008
W1,d627d978-c4c0-475d-a480-b295bdd02b04,9,1000,120,0,5000,1585836205484,1585836791854,30000000,116092,116801,KEY-5,KEY-5,KEY-5,11-1d359b69-3bf6-4435-b33f-2975aee8cc63-StreamThread-6,847201824
W1,d627d978-c4c0-475d-a480-b295bdd02b04,9,1000,120,0,5000,1585836205487,1585836799834,30000000,119499,119999,KEY-6,KEY-6,KEY-6,11-1d359b69-3bf6-4435-b33f-2975aee8cc63-StreamThread-4,438749184
W1,d627d978-c4c0-475d-a480-b295bdd02b04,9,1000,120,0,5000,1585836205483,1585836808583,30000000,119499,119999,KEY-7,KEY-7,KEY-7,11-1d359b69-3bf6-4435-b33f-2975aee8cc63-StreamThread-3,580969112
W1,d627d978-c4c0-475d-a480-b295bdd02b04,9,1000,120,0,5000,1585836205485,1585836815076,30000000,119499,119999,KEY-8,KEY-8,KEY-8,11-1d359b69-3bf6-4435-b33f-2975aee8cc63-StreamThread-7,885493016
